offer_id,step,type,start_day,due_day,due_date,hold_days,hold_until_day,hold_until_date,amount_cents,count,min_each_cents,note
pittsfield-cooperative-bank-interest-checking-15-debit-tier-500,6,direct_deposit,121,150,,,,,50000,,50000,Month 5 of 6: minimum $500 direct deposit; statement-cycle timing approximated as 30-day windows.
pittsfield-cooperative-bank-interest-checking-15-debit-tier-500,7,direct_deposit,151,180,,,,,50000,,50000,Month 6 of 6: minimum $500 direct deposit; statement-cycle timing approximated as 30-day windows.
pittsfield-cooperative-bank-interest-checking-15-debit-tier-500,8,transactions,,180,,,,,,15,,POS signature or PIN debit transactions during the cycle period (per-month vs total not specified); online/ATM excluded unless eligible Mastercard Checkout/uChoose/mobile-wallet routes.
pittsfield-cooperative-bank-interest-checking-25-debit-tier-750,1,other,,,,,,,,,,Enroll the Pittsfield Cooperative Bank Mastercard debit card in uChoose Rewards.
pittsfield-cooperative-bank-interest-checking-25-debit-tier-750,2,direct_deposit,0,30,,,,,50000,,50000,Month 1 of 6: minimum $500 direct deposit; statement-cycle timing approximated as 30-day windows.
pittsfield-cooperative-bank-interest-checking-25-debit-tier-750,3,direct_deposit,31,60,,,,,50000,,50000,Month 2 of 6: minimum $500 direct deposit; statement-cycle timing approximated as 30-day windows.
pittsfield-cooperative-bank-interest-checking-25-debit-tier-750,4,direct_deposit,61,90,,,,,50000,,50000,Month 3 of 6: minimum $500 direct deposit; statement-cycle timing approximated as 30-day windows.
pittsfield-cooperative-bank-interest-checking-25-debit-tier-750,5,direct_deposit,91,120,,,,,50000,,50000,Month 4 of 6: minimum $500 direct deposit; statement-cycle timing approximated as 30-day windows.
pittsfield-cooperative-bank-interest-checking-25-debit-tier-750,6,direct_deposit,121,150,,,,,50000,,50000,Month 5 of 6: minimum $500 direct deposit; statement-cycle timing approximated as 30-day windows.
pittsfield-cooperative-bank-interest-checking-25-debit-tier-750,7,direct_deposit,151,180,,,,,50000,,50000,Month 6 of 6: minimum $500 direct deposit; statement-cycle timing approximated as 30-day windows.
pittsfield-cooperative-bank-interest-checking-25-debit-tier-750,8,transactions,,180,,,,,,25,,POS signature or PIN debit transactions during the cycle period (per-month vs total not specified); online/ATM excluded unless eligible Mastercard Checkout/uChoose/mobile-wallet routes.
cn-4suits-300,1,transactions,31,60,,,,,,12,,"Month 1 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-300,2,transactions,61,90,,,,,,12,,"Month 2 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-300,3,transactions,91,120,,,,,,12,,"Month 3 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-300,4,transactions,121,150,,,,,,12,,"Month 4 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-300,5,transactions,151,180,,,,,,12,,"Month 5 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-300,6,transactions,181,210,,,,,,12,,"Month 6 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600,1,transactions,31,60,,,,,,12,,"Month 1 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600,2,transactions,61,90,,,,,,12,,"Month 2 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600,3,transactions,91,120,,,,,,12,,"Month 3 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600,4,transactions,121,150,,,,,,12,,"Month 4 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600,5,transactions,151,180,,,,,,12,,"Month 5 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600,6,transactions,181,210,,,,,,12,,"Month 6 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600,7,deposit,,14,,,,,1000000,,,"Open Key Savings, Consumer Super Money Fund or CD with $10,000 new money within 14 days of checking opening; no maintenance period stated."
cn-4suits-600-heloc,1,transactions,31,60,,,,,,12,,"Month 1 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600-heloc,2,transactions,61,90,,,,,,12,,"Month 2 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600-heloc,3,transactions,91,120,,,,,,12,,"Month 3 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600-heloc,4,transactions,121,150,,,,,,12,,"Month 4 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600-heloc,5,transactions,151,180,,,,,,12,,"Month 5 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600-heloc,6,transactions,181,210,,,,,,12,,"Month 6 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-600-heloc,7,other,,180,,,,,,,,"Open Home Equity Line&Lock with a $20,000 minimum draw at loan opening within six months of checking opening (approximated as 180 days); credit approval, primary residence."
cn-4suits-600-heloc,8,other,,,,,,,,,,Set up automatic loan payment from the C&N checking account.
cn-4suits-1000-heloc,1,transactions,31,60,,,,,,12,,"Month 1 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-1000-heloc,2,transactions,61,90,,,,,,12,,"Month 2 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-1000-heloc,3,transactions,91,120,,,,,,12,,"Month 3 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-1000-heloc,4,transactions,121,150,,,,,,12,,"Month 4 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-1000-heloc,5,transactions,151,180,,,,,,12,,"Month 5 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-1000-heloc,6,transactions,181,210,,,,,,12,,"Month 6 of 6 (starting the month after opening): 12 qualifying transactions; calendar-month timing approximated as 30-day windows. Alternative: three consecutive months of direct deposits totaling at least $1,000 within the first six months."
cn-4suits-1000-heloc,7,deposit,,14,,,,,1000000,,,"Open Key Savings, Consumer Super Money Fund or CD with $10,000 new money within 14 days of checking opening; no maintenance period stated."
cn-4suits-1000-heloc,8,other,,180,,,,,,,,"Open Home Equity Line&Lock with a $20,000 minimum draw at loan opening within six months of checking opening (approximated as 180 days); credit approval, primary residence."
cn-4suits-1000-heloc,9,other,,,,,,,,,,Set up automatic loan payment from the C&N checking account.
fidelity-pa-personal-online-150,1,direct_deposit,0,30,,,,,150000,,,"Month 1 of 3: $1,500 qualifying recurring direct deposits in the month; three consecutive months within 120 days, statement-cycle timing approximated as 30-day windows."
fidelity-pa-personal-online-150,2,direct_deposit,31,60,,,,,150000,,,"Month 2 of 3: $1,500 qualifying recurring direct deposits in the month; three consecutive months within 120 days, statement-cycle timing approximated as 30-day windows."
fidelity-pa-personal-online-150,3,direct_deposit,61,90,,,,,150000,,,"Month 3 of 3: $1,500 qualifying recurring direct deposits in the month; three consecutive months within 120 days, statement-cycle timing approximated as 30-day windows."
fidelity-pa-personal-online-150,4,transactions,,120,,,,,,45,,POS debit card purchases over the three consecutive DD months (marketing says 15 per month); no dollar minimum stated.
fidelity-pa-personal-online-150,5,other,,120,,,,,,,,Enroll in online banking.
fidelity-pa-personal-online-150,6,other,,120,,,,,,,,Enroll in EZ statements.
fidelity-pa-personal-online-savings-400,1,direct_deposit,0,30,,,,,150000,,,"Month 1 of 3: $1,500 qualifying recurring direct deposits in the month; three consecutive months within 120 days, statement-cycle timing approximated as 30-day windows."
fidelity-pa-personal-online-savings-400,2,direct_deposit,31,60,,,,,150000,,,"Month 2 of 3: $1,500 qualifying recurring direct deposits in the month; three consecutive months within 120 days, statement-cycle timing approximated as 30-day windows."
fidelity-pa-personal-online-savings-400,3,direct_deposit,61,90,,,,,150000,,,"Month 3 of 3: $1,500 qualifying recurring direct deposits in the month; three consecutive months within 120 days, statement-cycle timing approximated as 30-day windows."
fidelity-pa-personal-online-savings-400,4,transactions,,120,,,,,,45,,POS debit card purchases over the three consecutive DD months (marketing says 15 per month); no dollar minimum stated.
fidelity-pa-personal-online-savings-400,5,other,,120,,,,,,,,Enroll in online banking.
fidelity-pa-personal-online-savings-400,6,other,,120,,,,,,,,Enroll in EZ statements.
fidelity-pa-personal-online-savings-400,7,balance,,0,,,,,1000000,,,"Open Statement Savings at the same time with $10,000 new money and maintain a $10,000 daily balance during each of the first three months (calendar months; no day count stated)."
fidelity-pa-personal-branch-100,1,direct_deposit,0,30,,,,,150000,,,"Month 1 of 3: $1,500 qualifying recurring direct deposits in the month; three consecutive months within 120 days, statement-cycle timing approximated as 30-day windows."
fidelity-pa-personal-branch-100,2,direct_deposit,31,60,,,,,150000,,,"Month 2 of 3: $1,500 qualifying recurring direct deposits in the month; three consecutive months within 120 days, statement-cycle timing approximated as 30-day windows."
fidelity-pa-personal-branch-100,3,direct_deposit,61,90,,,,,150000,,,"Month 3 of 3: $1,500 qualifying recurring direct deposits in the month; three consecutive months within 120 days, statement-cycle timing approximated as 30-day windows."
fidelity-pa-personal-branch-100,4,transactions,,120,,,,,,45,,POS debit card purchases over the three consecutive DD months (marketing says 15 per month); no dollar minimum stated.
fidelity-pa-personal-branch-100,5,other,,120,,,,,,,,Enroll in online banking.
fidelity-pa-personal-branch-100,6,other,,120,,,,,,,,Enroll in EZ statements.
fidelity-pa-personal-branch-savings-350,1,direct_deposit,0,30,,,,,150000,,,"Month 1 of 3: $1,500 qualifying recurring direct deposits in the month; three consecutive months within 120 days, statement-cycle timing approximated as 30-day windows."
fidelity-pa-personal-branch-savings-350,2,direct_deposit,31,60,,,,,150000,,,"Month 2 of 3: $1,500 qualifying recurring direct deposits in the month; three consecutive months within 120 days, statement-cycle timing approximated as 30-day windows."
fidelity-pa-personal-branch-savings-350,3,direct_deposit,61,90,,,,,150000,,,"Month 3 of 3: $1,500 qualifying recurring direct deposits in the month; three consecutive months within 120 days, statement-cycle timing approximated as 30-day windows."
fidelity-pa-personal-branch-savings-350,4,transactions,,120,,,,,,45,,POS debit card purchases over the three consecutive DD months (marketing says 15 per month); no dollar minimum stated.
fidelity-pa-personal-branch-savings-350,5,other,,120,,,,,,,,Enroll in online banking.
fidelity-pa-personal-branch-savings-350,6,other,,120,,,,,,,,Enroll in EZ statements.
fidelity-pa-personal-branch-savings-350,7,balance,,0,,,,,1000000,,,"Open Statement Savings at the same time with $10,000 new money and maintain a $10,000 daily balance during each of the first three months (calendar months; no day count stated)."
fidelity-pa-business-450-branch,1,balance,,0,,,,,1000000,,,"Maintain a $10,000 daily balance during each of the first three months (calendar months; no day count stated)."
fidelity-pa-business-450-branch,2,other,,120,,,,,,,,Enroll in business online banking.
fidelity-pa-business-450-branch,3,other,,120,,,,,,,,Enroll in EZ statements.
fidelity-pa-business-550-branch,1,balance,,0,,,,,1000000,,,"Maintain a $10,000 daily balance during each of the first three months (calendar months; no day count stated)."
fidelity-pa-business-550-branch,2,other,,120,,,,,,,,Enroll in business online banking.
fidelity-pa-business-550-branch,3,other,,120,,,,,,,,Enroll in EZ statements.
fidelity-pa-business-550-branch,4,other,,45,,,,,,,,"Add Merchant Services and process $1,000-$5,000 in credit-card sales during the first 45 days."
fidelity-pa-business-650-branch,1,balance,,0,,,,,1000000,,,"Maintain a $10,000 daily balance during each of the first three months (calendar months; no day count stated)."
fidelity-pa-business-650-branch,2,other,,120,,,,,,,,Enroll in business online banking.
fidelity-pa-business-650-branch,3,other,,120,,,,,,,,Enroll in EZ statements.
fidelity-pa-business-650-branch,4,other,,45,,,,,,,,"Add Merchant Services and process $5,000.01-$10,000 in credit-card sales during the first 45 days."
fidelity-pa-business-750-branch,1,balance,,0,,,,,1000000,,,"Maintain a $10,000 daily balance during each of the first three months (calendar months; no day count stated)."
fidelity-pa-business-750-branch,2,other,,120,,,,,,,,Enroll in business online banking.
fidelity-pa-business-750-branch,3,other,,120,,,,,,,,Enroll in EZ statements.
fidelity-pa-business-750-branch,4,other,,45,,,,,,,,"Add Merchant Services and process over $10,000 in credit-card sales during the first 45 days."
fidelity-pa-business-500-online,1,balance,,0,,,,,1000000,,,"Maintain a $10,000 daily balance during each of the first three months (calendar months; no day count stated)."
fidelity-pa-business-500-online,2,other,,120,,,,,,,,Enroll in business online banking.
fidelity-pa-business-500-online,3,other,,120,,,,,,,,Enroll in EZ statements.
fidelity-pa-business-600-online,1,balance,,0,,,,,1000000,,,"Maintain a $10,000 daily balance during each of the first three months (calendar months; no day count stated)."
fidelity-pa-business-600-online,2,other,,120,,,,,,,,Enroll in business online banking.
fidelity-pa-business-600-online,3,other,,120,,,,,,,,Enroll in EZ statements.
fidelity-pa-business-600-online,4,other,,45,,,,,,,,"Add Merchant Services and process $1,000-$5,000 in credit-card sales during the first 45 days."
fidelity-pa-business-700-online,1,balance,,0,,,,,1000000,,,"Maintain a $10,000 daily balance during each of the first three months (calendar months; no day count stated)."
fidelity-pa-business-700-online,2,other,,120,,,,,,,,Enroll in business online banking.
fidelity-pa-business-700-online,3,other,,120,,,,,,,,Enroll in EZ statements.
fidelity-pa-business-700-online,4,other,,45,,,,,,,,"Add Merchant Services and process $5,000.01-$10,000 in credit-card sales during the first 45 days."
fidelity-pa-business-800-online,1,balance,,0,,,,,1000000,,,"Maintain a $10,000 daily balance during each of the first three months (calendar months; no day count stated)."
fidelity-pa-business-800-online,2,other,,120,,,,,,,,Enroll in business online banking.
fidelity-pa-business-800-online,3,other,,120,,,,,,,,Enroll in EZ statements.
fidelity-pa-business-800-online,4,other,,45,,,,,,,,"Add Merchant Services and process over $10,000 in credit-card sales during the first 45 days."
truist-one-checking-500,1,direct_deposit,,120,,,,,200000,2,501,"At least two qualifying ACH direct deposits totaling $2,000; each must exceed $5."
truist-one-checking-500,2,transactions,,120,,,,,,20,,Qualifying debit card purchases; no dollar minimum stated.
first-horizon-firstview-450,1,direct_deposit,,90,,,,,200000,,,"Qualifying recurring payroll, pension or Social Security direct deposits; no fixed count."
first-horizon-checking-savings-700,1,direct_deposit,,90,,,,,200000,,,"Qualifying recurring payroll, pension or Social Security direct deposits; no fixed count."
first-horizon-checking-savings-700,2,balance,,30,,90,,,300000,,,"Deposit $3,000 new external funds directly into Traditional Savings (not via First Horizon checking) within 30 days; maintain $3,000 daily collected balance for 90 days from deposit."
clearview-absolute-checking-412,1,other,,60,,,,,,,,Enroll in digital banking and eStatements.
clearview-absolute-checking-412,2,transactions,,60,,,,,,4,,Debit transactions; no dollar minimum stated.
clearview-absolute-checking-412,3,deposit,,60,,,,,41200,,,Electronically deposit at least $412 (not limited to payroll direct deposit).
bankhometown-get-real-150,1,other,,90,,,,,,,,Enroll in eStatements.
bankhometown-get-real-150,2,direct_deposit,,90,,,,,100000,,,Aggregate direct deposits. Alternative: 25 POS debit card purchases of at least $10 each within 90 days.
bankhometown-get-real-300,1,other,,90,,,,,,,,Enroll in eStatements (keep enrolled through the 12-month loyalty reward).
bankhometown-get-real-300,2,transactions,,90,,,,,,25,1000,"POS debit card purchases of at least $10 each. Alternative: $1,000 aggregate direct deposits within 90 days."
bankhometown-get-real-300,3,transactions,335,365,,,,,,5,1000,"Loyalty reward: 5 POS purchases of $10+ in the last statement cycle before 12 months (cycle approximated as days 335-365), still enrolled in eStatements. Alternative: an active recurring direct deposit posted in that cycle."
citizens-checking-semc5-300,1,direct_deposit,,60,,,,,50000,1,50000,One qualifying recurring-income direct deposit of $500 or more; P2P deposits may not qualify.
citizens-checking-savings-semc5-400,1,direct_deposit,,60,,,,,50000,1,50000,One qualifying recurring-income direct deposit of $500 or more; P2P deposits may not qualify.
citizens-checking-savings-semc5-400,2,deposit,0,30,,,,,10000,,,Month 1 of 3: deposit at least $100 into the new savings (series may start in the opening month or the following month); calendar-month timing approximated as 30-day windows.
citizens-checking-savings-semc5-400,3,deposit,31,60,,,,,10000,,,Month 2 of 3: deposit at least $100 into the new savings (series may start in the opening month or the following month); calendar-month timing approximated as 30-day windows.
citizens-checking-savings-semc5-400,4,deposit,61,90,,,,,10000,,,Month 3 of 3: deposit at least $100 into the new savings (series may start in the opening month or the following month); calendar-month timing approximated as 30-day windows.
citizens-checking-savings-semc5-400,5,balance,,90,,,90,,30000,,,Savings balance at least $300 at the end of the third deposit month; checking must remain open or the savings bonus is forfeited.
citizens-savings-semc5-100,1,deposit,0,30,,,,,10000,,,Month 1 of 3: deposit at least $100 to the new savings; months may start with the opening month or the following month; approximated as 30-day windows.
citizens-savings-semc5-100,2,deposit,31,60,,,,,10000,,,Month 2 of 3: deposit at least $100 to the new savings; months may start with the opening month or the following month; approximated as 30-day windows.
citizens-savings-semc5-100,3,deposit,61,90,,,,,10000,,,Month 3 of 3: deposit at least $100 to the new savings; months may start with the opening month or the following month; approximated as 30-day windows.
citizens-savings-semc5-100,4,balance,,90,,,,,30000,,,"Savings balance at least $300 at the end of the third month. Same-day personal checking must also be open, active and positive through checking payout (amount unspecified); checking direct deposit not required for this reward."
huntington-400,1,direct_deposit,,90,,,,,50000,,,"Qualifying regular ACH direct deposits totaling $500; RTP, P2P and internal transfers excluded."
huntington-600,1,deposit,,90,,,,,2500000,,,"Total $25,000 new money; money already at Huntington excluded except maturing personal CDs. No balance hold stated beyond keeping the account open."
middlesex-freedom-blue-250,1,other,,90,,,,,,,,Enroll in eStatements.
middlesex-freedom-blue-250,2,transactions,,90,,,,,10000,8,,At least 8 debit card purchases totaling $100.
middlesex-freedom-blue-250,3,direct_deposit,,90,,,,,50000,2,,Two qualifying payroll/government direct deposits. Fine print says totaling $500; marketing says two deposits of $500 or more each (conflict unresolved).
middlesex-freedom-gold-350,1,other,,90,,,,,,,,Enroll in eStatements.
middlesex-freedom-gold-350,2,transactions,,90,,,,,10000,8,,At least 8 debit card purchases totaling $100.
middlesex-freedom-gold-350,3,direct_deposit,,90,,,,,50000,2,,Two qualifying payroll/government direct deposits. Fine print says totaling $500; marketing says two deposits of $500 or more each (conflict unresolved).
middlesex-freedom-platinum-350,1,other,,90,,,,,,,,Enroll in eStatements.
middlesex-freedom-platinum-350,2,transactions,,90,,,,,10000,8,,At least 8 debit card purchases totaling $100.
middlesex-freedom-platinum-350,3,direct_deposit,,90,,,,,50000,2,,Two qualifying payroll/government direct deposits. Fine print says totaling $500; marketing says two deposits of $500 or more each (conflict unresolved).
numerica-bonus-checking-300,1,transactions,0,30,,,,,,12,500,Cycle 1 of 2 consecutive monthly cycles within the first three months: 12 settled Numerica Visa debit or credit card transactions of $5+; cycle timing approximated as 30-day windows.
numerica-bonus-checking-300,2,transactions,31,60,,,,,,12,500,Cycle 2 of 2 consecutive monthly cycles within the first three months: 12 settled Numerica Visa debit or credit card transactions of $5+; cycle timing approximated as 30-day windows.
numerica-bonus-checking-300,3,other,,30,,,,,,,,Receive statements electronically (eStatements) during both qualifying cycles.
frontwave-new-member-350,1,other,,90,,,,,,,,Enroll in eStatements.
frontwave-new-member-350,2,deposit,,90,,,,,100000,,,"Recurring external DD or ACH transfers totaling $1,000 posting within one calendar month; internal/debit-wallet transfers excluded."
metro-checking-200,1,direct_deposit,0,30,,,,,,1,,Month 1 of 3: recurring direct deposit at least once per month during the 90-day qualification period; amount unspecified; approximated as 30-day windows.
metro-checking-200,2,direct_deposit,31,60,,,,,,1,,Month 2 of 3: recurring direct deposit at least once per month during the 90-day qualification period; amount unspecified; approximated as 30-day windows.
metro-checking-200,3,direct_deposit,61,90,,,,,,1,,Month 3 of 3: recurring direct deposit at least once per month during the 90-day qualification period; amount unspecified; approximated as 30-day windows.
metro-checking-200,4,other,,60,,,,,,,,Enroll in eStatements within 60 days of account opening.
bankers-trust-breakfree-plus-400,1,transactions,,60,,,,,,25,,"25 debit transactions: ACH debits, bill pay, checks or debit purchases; ATM withdrawals excluded. Amounts unspecified."
bankers-trust-breakfree-plus-400,2,deposit,,60,,,,,20000,,,"Deposit 1 of 2: direct deposit or mobile deposit of at least $200; ATM, in-person and account-to-account transfers excluded."
bankers-trust-breakfree-plus-400,3,deposit,,60,,,,,20000,,,"Deposit 2 of 2: direct deposit or mobile deposit of at least $200; ATM, in-person and account-to-account transfers excluded."
travis-free-checking-275,1,direct_deposit,,90,,,,,150000,,,"New-money payroll/pension/government ACH direct deposits; external non-employer ACH, account-to-account, P2P and card credits excluded."
travis-free-checking-375,1,direct_deposit,,90,,,,,500000,,,"New-money payroll/pension/government ACH direct deposits; external non-employer ACH, account-to-account, P2P and card credits excluded."
travis-free-checking-475,1,direct_deposit,,90,,,,,1000000,,,"New-money payroll/pension/government ACH direct deposits; external non-employer ACH, account-to-account, P2P and card credits excluded."
redstone-easy-checking-475,1,balance,,0,,,,,500,,,Primary Share Savings $5 membership minimum maintained at all times through payout; not bonus capital.
redstone-easy-checking-475,2,other,,60,,,,,,,,Log in to online banking at least once.
redstone-easy-checking-475,3,transactions,,60,,,,,,5,,5 POS debit card purchases; ATM withdrawals excluded; amounts unspecified.
redstone-rewards-checking-475,1,balance,,0,,,,,500,,,Primary Share Savings $5 membership minimum maintained at all times through payout; not bonus capital.
redstone-rewards-checking-475,2,other,,60,,,,,,,,Log in to online banking at least once.
redstone-rewards-checking-475,3,transactions,,60,,,,,,5,,5 POS debit card purchases; ATM withdrawals excluded; amounts unspecified.
redstone-safeguard-checking-475,1,balance,,0,,,,,500,,,Primary Share Savings $5 membership minimum maintained at all times through payout; not bonus capital.
redstone-safeguard-checking-475,2,other,,60,,,,,,,,Log in to online banking at least once.
redstone-safeguard-checking-475,3,transactions,,60,,,,,,5,,5 POS debit card purchases; ATM withdrawals excluded; amounts unspecified.
redstone-youth-savings-200,1,balance,0,,,,,,20000,,,"Bonus matches the average daily balance over the first 30 days, up to $200; a smaller average earns a smaller bonus. $5 share minimum maintained at all times through payout."
first-merchants-mi-400,1,direct_deposit,,90,,,,,50000,1,50000,"One employer/outside-agency direct deposit of $500+; multiple smaller deposits do not qualify; transfers, Zelle, branch/ATM deposits excluded."
first-merchants-mi-600,1,balance,8,7,,,90,,2500000,,,"Deposit $25,000 new money within 7 calendar days; maintain a minimum daily balance of $25,000 from day 8 through day 90."
first-commonwealth-fcu-cashback-400,1,other,,90,,,,,,,,Primary member enrolls in Digital Banking.
first-commonwealth-fcu-cashback-400,2,direct_deposit,0,30,,,,,100000,,,"Month 1 of 2 consecutive months within 90 days: at least $1,000 qualifying DD (monthly aggregate); no cash, check, internal transfer or P2P; approximated as 30-day windows."
first-commonwealth-fcu-cashback-400,3,direct_deposit,31,60,,,,,100000,,,"Month 2 of 2 consecutive months within 90 days: at least $1,000 qualifying DD (monthly aggregate); no cash, check, internal transfer or P2P; approximated as 30-day windows."
byline-simple-checking-150,1,direct_deposit,31,120,,,,,100000,,,"Any one of statement cycles 2-4: at least $1,000 cumulative qualifying direct deposits in the statement cycle; transfers from other banks/brokerages and P2P excluded; cycle timing approximated as 30-day windows."
byline-simple-checking-300,1,direct_deposit,31,60,,,,,100000,,,"Statement cycle 2 (qualifying cycle 1 of 2): at least $1,000 cumulative qualifying direct deposits in the statement cycle; transfers from other banks/brokerages and P2P excluded; cycle timing approximated as 30-day windows."
byline-simple-checking-300,2,direct_deposit,61,90,,,,,100000,,,"Statement cycle 3 (qualifying cycle 2 of 2): at least $1,000 cumulative qualifying direct deposits in the statement cycle; transfers from other banks/brokerages and P2P excluded; cycle timing approximated as 30-day windows."
byline-simple-checking-450,1,direct_deposit,31,60,,,,,100000,,,"Statement cycle 2 (qualifying cycle 1 of 3): at least $1,000 cumulative qualifying direct deposits in the statement cycle; transfers from other banks/brokerages and P2P excluded; cycle timing approximated as 30-day windows."
byline-simple-checking-450,2,direct_deposit,61,90,,,,,100000,,,"Statement cycle 3 (qualifying cycle 2 of 3): at least $1,000 cumulative qualifying direct deposits in the statement cycle; transfers from other banks/brokerages and P2P excluded; cycle timing approximated as 30-day windows."
byline-simple-checking-450,3,direct_deposit,91,120,,,,,100000,,,"Statement cycle 4 (qualifying cycle 3 of 3): at least $1,000 cumulative qualifying direct deposits in the statement cycle; transfers from other banks/brokerages and P2P excluded; cycle timing approximated as 30-day windows."
wsecu-cash-back-checking-500,1,direct_deposit,,90,,,,,100000,,,"Qualifying payroll/government/retirement direct deposit of $1,000 or more per month during the first 90 days; number of qualifying months not stated, so no cumulative amount is recorded."
wsecu-cash-back-checking-500,2,transactions,,90,,,,,,25,,25 eligible debit card transactions; no dollar minimum stated.
oneaz-free-checking-375,1,transactions,,60,,,,,,25,500,"25 qualifying debit card purchases of $5 or more, posted and cleared."
keypoint-money4me-50,1,direct_deposit,0,30,,,,,100000,,,"Consecutive month 1 of 1: at least $1,000 recurring payroll/pension/government DD; first DD must post within 60 days; external bank transfers, P2P, card credits excluded; approximated as 30-day windows."
keypoint-money4me-100,1,direct_deposit,0,30,,,,,100000,,,"Consecutive month 1 of 2: at least $1,000 recurring payroll/pension/government DD; first DD must post within 60 days; external bank transfers, P2P, card credits excluded; approximated as 30-day windows."
keypoint-money4me-100,2,direct_deposit,31,60,,,,,100000,,,"Consecutive month 2 of 2: at least $1,000 recurring payroll/pension/government DD; first DD must post within 60 days; external bank transfers, P2P, card credits excluded; approximated as 30-day windows."
keypoint-money4me-150,1,direct_deposit,0,30,,,,,100000,,,"Consecutive month 1 of 3: at least $1,000 recurring payroll/pension/government DD; first DD must post within 60 days; external bank transfers, P2P, card credits excluded; approximated as 30-day windows."
keypoint-money4me-150,2,direct_deposit,31,60,,,,,100000,,,"Consecutive month 2 of 3: at least $1,000 recurring payroll/pension/government DD; first DD must post within 60 days; external bank transfers, P2P, card credits excluded; approximated as 30-day windows."
keypoint-money4me-150,3,direct_deposit,61,90,,,,,100000,,,"Consecutive month 3 of 3: at least $1,000 recurring payroll/pension/government DD; first DD must post within 60 days; external bank transfers, P2P, card credits excluded; approximated as 30-day windows."
